16,14,4,1
16,8,6,1
16,8,6,1
16,4,6,1
16,1,6,1
16,4,6,1
16,1,6,1
16,1,6,1
16,47,12,1
16,47,12,1
16,14,12,1
16,50,12,1
16,47,12,1
16,14,12,1
16,1,18,1
16,1,18,1
16,47,18,1
16,4,18,1
16,24,18,1
16,10,18,1
16,50,20,1
16,50,20,1
16,38,20,1
16,14,20,1
16,3,20,1
16,14,20,1
16,4,20,1
16,14,23,1
16,50,1,2
16,14,1,2
16,10,1,2
16,38,8,2
16,1,8,2
16,1,8,2
16,1,8,2
16,1,8,2
16,1,8,2
16,1,8,2
16,14,8,2
16,8,8,2
16,4,8,2
16,1,8,2
16,47,8,2
16,50,8,2
16,1,8,2
16,14,8,2
16,24,12,2
16,4,12,2
16,9,12,2
16,4,12,2
16,4,12,2
16,8,12,2
16,4,12,2
16,8,12,2
16,9,12,2
16,4,13,2
16,1,13,2
16,14,13,2
16,8,13,2
16,50,13,2
16,14,13,2
16,14,13,2
16,14,13,2
16,4,13,2
16,14,13,2
16,14,23,2
16,14,23,2
16,14,23,2
16,14,23,2
16,14,23,2
16,14,23,2
16,14,0,3
16,14,0,3
16,1,1,3
16,14,1,3
16,50,1,3
16,8,2,3
16,1,2,3
16,14,3,3
16,14,3,3
16,14,3,3
16,14,3,3
16,1,5,3
16,14,5,3
16,14,5,3
16,34,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,5,3
16,1,6,3
16,1,6,3
16,34,6,3
16,34,6,3
16,14,6,3
16,34,6,3
16,14,7,3
16,14,7,3
16,14,7,3
16,14,7,3
16,1,7,3
16,1,7,3
16,50,7,3
16,14,7,3
16,50,7,3
16,38,7,3
16,34,7,3
16,34,7,3
16,14,7,3
16,34,7,3
16,1,9,3
16,9,9,3
16,34,9,3
16,1,9,3
16,7,9,3
16,4,9,3
16,1,14,3
16,34,14,3
16,1,22,3
16,8,0,4
16,1,0,4
16,1,0,4
16,31,0,4
16,10,0,4
16,10,0,4
16,10,0,4
16,10,0,4
16,10,0,4
16,7,0,4
16,11,0,4
16,11,0,4
16,50,0,4
16,31,0,4
16,10,0,4
16,1,0,4
16,1,0,4
16,1,0,4
16,1,0,4
16,3,0,4
16,12,0,4
16,21,0,4
16,14,0,4
16,10,0,4
16,10,0,4
16,10,0,4
16,14,0,4
16,4,0,4
16,8,5,4
16,14,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,50,5,4
16,10,5,4
16,21,5,4
16,4,5,4
16,14,5,4
16,50,5,4
16,9,5,4
16,1,5,4
16,1,5,4
16,11,5,4
16,3,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,1,5,4
16,10,5,4
16,14,5,4
16,14,6,4
16,50,6,4
16,1,8,4
16,1,9,4
16,10,9,4
16,10,9,4
16,1,9,4
16,8,9,4
16,14,9,4
16,1,9,4
16,1,9,4
16,14,9,4
16,1,9,4
16,14,9,4
16,50,9,4
16,14,9,4
16,14,9,4
16,14,9,4
16,14,9,4
16,50,9,4
16,14,9,4
16,1,9,4
16,14,9,4
16,1,9,4
16,12,9,4
16,3,9,4
16,14,10,4
16,1,10,4
16,12,11,4
16,13,11,4
16,12,16,4
16,12,16,4
16,1,16,4
16,14,16,4
16,3,16,4
16,1,16,4
16,2,16,4
16,12,16,4
16,8,16,4
16,14,23,4
16,14,23,4
16,14,23,4
16,14,23,4
16,14,23,4
16,14,23,4
16,14,23,4
16,18,23,4
16,8,23,4
16,4,23,4
16,12,23,4
16,50,23,4
16,14,23,4
16,18,23,4
16,12,23,4
16,50,7,5
16,6,7,5
16,14,7,5
16,12,7,5
16,12,7,5
16,12,7,5
16,34,7,5
16,1,7,5
16,10,7,5
16,2,7,5
16,2,7,5
16,8,7,5
16,8,7,5
16,8,7,5
16,8,7,5
16,1,11,5
16,1,11,5
16,1,11,5
16,1,11,5
16,14,11,5
16,1,11,5
16,9,11,5
16,9,12,5
16,8,12,5
16,14,12,5
16,28,13,5
16,9,13,5
16,10,13,5
16,3,13,5
16,34,13,5
16,10,0,6
16,8,0,6
16,14,0,6
16,10,1,6
16,10,1,6
16,10,1,6
16,24,1,6
16,10,1,6
16,24,1,6
16,10,1,6
16,7,1,6
16,10,1,6
16,10,1,6
16,24,1,6
16,7,1,6
16,7,1,6
16,10,1,6
16,10,1,6
16,10,1,6
16,10,1,6
16,10,1,6
16,10,1,6
16,7,1,6
16,10,1,6
16,10,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,7,2,6
16,22,2,6
16,25,2,6
16,25,3,6
16,25,3,6
16,25,3,6
16,10,4,6
16,10,4,6
16,10,6,6
16,24,6,6
16,7,6,6
16,10,7,6
16,34,7,6
16,1,7,6
16,14,7,6
16,25,7,6
16,7,7,6
16,14,7,6
16,10,7,6
16,10,7,6
16,10,7,6
16,10,7,6
16,14,7,6
16,10,7,6
16,10,7,6
16,24,7,6
16,10,7,6
16,14,7,6
16,34,7,6
16,12,7,6
16,7,7,6
16,7,7,6
16,12,7,6
16,12,7,6
16,34,7,6
16,24,7,6
16,1,7,6
16,14,8,6
16,7,8,6
16,7,8,6
16,14,8,6
16,12,8,6
16,1,8,6
16,1,15,6
16,50,15,6
16,14,16,6
16,14,16,6
16,24,16,6
16,14,16,6
16,10,17,6
16,12,17,6
16,10,17,6
16,10,18,6
16,8,18,6
16,12,18,6
16,24,18,6
16,10,22,6
16,4,22,6
16,14,22,6
16,14,22,6
16,50,22,6
16,10,22,6
16,14,23,6
16,14,23,6
16,1,0,7
16,14,0,7
16,14,0,7
16,14,0,7
16,50,0,7
16,1,0,7
16,14,3,7
16,14,3,7
16,14,3,7
16,14,5,7
16,24,5,7
16,4,5,7
16,8,5,7
16,8,5,7
16,8,5,7
16,10,5,7
16,14,5,7
16,4,5,7
16,1,5,7
16,10,5,7
16,14,5,7
16,14,5,7
16,14,5,7
16,50,5,7
16,4,5,7
16,10,5,7
16,50,5,7
16,4,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,10,5,7
16,11,5,7
16,10,6,7
16,10,7,7
16,28,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
16,10,7,7
